topic	text	textwrap	x	y
data/topics/room_holiday_inn_london.txt.data	A C either ineffective or not turned on but was just Spring, so room was comfortable cool with window opened for fresh air .	A C either ineffective or not turned on but was just Spring, so<br>room was comfortable cool with window opened for fresh air .	-5.8868465	-3.8248982
data/topics/room_holiday_inn_london.txt.data	The room was very reasonably priced, but very small .	The room was very reasonably priced, but very small .	-5.2710476	-3.2526252
data/topics/room_holiday_inn_london.txt.data	The beds were comfortable, but the bathroom was tiny as well .	The beds were comfortable, but the bathroom was tiny as well .	-5.5346212	-3.8626924
data/topics/room_holiday_inn_london.txt.data	The hotel is huge and our room was on the large side for London .	The hotel is huge and our room was on the large side for London<br>.	-5.5098686	-2.6859498
data/topics/room_holiday_inn_london.txt.data	It was a good quality room although the bed was and pillows were very firm .	It was a good quality room although the bed was and pillows were<br>very firm .	-5.217742	-3.7243059
data/topics/room_holiday_inn_london.txt.data	They changed our room for the rest of our stay but the room was not as nice and had a smaller folding bed   .	They changed our room for the rest of our stay but the room was<br>not as nice and had a smaller folding bed   .	-6.221242	-3.551354
data/topics/room_holiday_inn_london.txt.data	What we got was a room where the hotel wall was on the left side and a roof under our window with full of cabbage .	What we got was a room where the hotel wall was on the left side<br>and a roof under our window with full of cabbage .	-5.795522	-3.7414467
data/topics/room_holiday_inn_london.txt.data	Room wasn't that big but looks like brand new, bed was very comfy   .	Room wasn't that big but looks like brand new, bed was very<br>comfy   .	-5.603462	-3.7100172
data/topics/room_holiday_inn_london.txt.data	Bathroom also was very clean with no smell of chemistry .	Bathroom also was very clean with no smell of chemistry .	-5.453757	-4.5230813
data/topics/room_holiday_inn_london.txt.data	They also have a great room service menu and was surprised at the big portions and quality of the food, great to get a bit in your room after a night on the town .	They also have a great room service menu and was surprised at<br>the big portions and quality of the food, great to get a bit in<br>your room after a night on the town .	-6.929118	0.7212385
data/topics/room_holiday_inn_london.txt.data	The room was tiny, and the heater didn't work properly, The staff if great .	The room was tiny, and the heater didn't work properly, The<br>staff if great .	-6.06368	-3.7620115
data/topics/room_holiday_inn_london.txt.data	It is a great location, the rooms are a bit basic, but clean and we actually got a pretty good view this time .	It is a great location, the rooms are a bit basic, but clean and<br>we actually got a pretty good view this time .	-5.164083	-2.8407981
data/topics/room_holiday_inn_london.txt.data	Let's face it, just because the hotel is 4 star does NOT mean your room will be, but this really isn't too bad .	Let's face it, just because the hotel is 4 star does NOT mean<br>your room will be, but this really isn't too bad .	-5.1933455	-1.346749
data/topics/room_holiday_inn_london.txt.data	The room also had a fridge which is great to store orange juice and anything else you might need, but the fridge really could have used a good scrubbing !	The room also had a fridge which is great to store orange juice<br>and anything else you might need, but the fridge really could<br>have used a good scrubbing !	-5.9885006	-3.6068141
data/topics/room_holiday_inn_london.txt.data	On the plus side, the staff in the breakfast room was wonderful and friendly, as was the fine waitress the one night we had dessert at the ground, floor restaurant .	On the plus side, the staff in the breakfast room was wonderful<br>and friendly, as was the fine waitress the one night we had<br>dessert at the ground, floor restaurant .	-7.504628	0.11723628
data/topics/room_holiday_inn_london.txt.data	We  upgraded  our room from a standard to an excutive room for and extra 175 pounds   and got a room that was maybe 150 sq ft, the bathroom was tiny and had a pocket door that was heavy and hard to close, the whole room needed to be updated .	We  upgraded  our room from a standard to an excutive room for<br>and extra 175 pounds   and got a room that was maybe 150 sq ft,<br>the bathroom was tiny and had a pocket door that was heavy and<br>hard to close, the whole room needed to be updated .	-5.9642324	-3.4609928
data/topics/room_holiday_inn_london.txt.data	When we tried to use a phone card from our room it would not work so I asked the front dest to help me and was told they couldn't really !	When we tried to use a phone card from our room it would not<br>work so I asked the front dest to help me and was told they<br>couldn't really !	-7.2624454	-3.038233
data/topics/room_holiday_inn_london.txt.data	Our room was small and the wooden furniture was badly chipped and marked .	Our room was small and the wooden furniture was badly chipped<br>and marked .	-5.918263	-3.9431622
data/topics/room_holiday_inn_london.txt.data	I was 'upgraded' to a room that wasn't stunning or large ,  hate to think what regular room is like .	I was 'upgraded' to a room that wasn't stunning or large ,  hate<br>to think what regular room is like .	-5.763495	-3.6123502
data/topics/room_holiday_inn_london.txt.data	Not too easy to find rooms for more than two people in London unless you compromise on a few things, such as cost, location etc .	Not too easy to find rooms for more than two people in London<br>unless you compromise on a few things, such as cost, location<br>etc .	-5.845151	0.459342
data/topics/room_holiday_inn_london.txt.data	We had an executive room and was disappointed to find that the extra bed was not done up and we had to call housekeeping to fold down the metal bed .	We had an executive room and was disappointed to find that the<br>extra bed was not done up and we had to call housekeeping to<br>fold down the metal bed .	-6.114399	-3.6295974
data/topics/room_holiday_inn_london.txt.data	The room   was very nice with a king size bed and a full size double sofa bed which was very comfortable and easy to use .	The room   was very nice with a king size bed and a full size<br>double sofa bed which was very comfortable and easy to use .	-5.4012666	-3.44735
data/topics/room_holiday_inn_london.txt.data	I ordered room service one night, and the food was delightful, and the service was fast and friendly .	I ordered room service one night, and the food was delightful,<br>and the service was fast and friendly .	-7.5951	-0.17067498
data/topics/room_holiday_inn_london.txt.data	I really cannot comment on the rate because we had a package deal for the entire trip, and I don't have a clue what our room rate was .	I really cannot comment on the rate because we had a package<br>deal for the entire trip, and I don't have a clue what our room<br>rate was .	-6.3065796	-2.2424772
data/topics/room_holiday_inn_london.txt.data	Our room was small but tasteful .	Our room was small but tasteful .	-5.929674	-3.859162
data/topics/room_holiday_inn_london.txt.data	I do wish they had double rooms with double beds, but I was so exhausted when I went to be, I don't believe I even turned over, so I managed with the twin bed just fine .	I do wish they had double rooms with double beds, but I was so<br>exhausted when I went to be, I don't believe I even turned over,<br>so I managed with the twin bed just fine .	-6.022829	-3.0403256
data/topics/room_holiday_inn_london.txt.data	The rooms are quite small but everything we needed was there .	The rooms are quite small but everything we needed was there .	-5.350471	-3.368737
data/topics/room_holiday_inn_london.txt.data	The refrigerator did not work, and when we asked about it were informed that a refrigerator did not come with our room, even though it was in the room .	The refrigerator did not work, and when we asked about it were<br>informed that a refrigerator did not come with our room, even<br>though it was in the room .	-6.4248238	-3.2359817
data/topics/room_holiday_inn_london.txt.data	After realizing that the room was 'Smoking  we went downstairs to change rooms and they told us the entire hotel was booked .	After realizing that the room was 'Smoking  we went downstairs<br>to change rooms and they told us the entire hotel was booked .	-6.8999763	-3.976375
data/topics/room_holiday_inn_london.txt.data	The hotel room was very clean and the cleaning staff and breakfast staff were very attentive .	The hotel room was very clean and the cleaning staff and<br>breakfast staff were very attentive .	-6.8514247	-2.1427112
data/topics/room_holiday_inn_london.txt.data	Check, in was simple, and we made our way to the room in an elevator lift that whisked us up to the 20th floor in a matter of seconds .	Check, in was simple, and we made our way to the room in an<br>elevator lift that whisked us up to the 20th floor in a matter<br>of seconds .	-6.027348	-3.030429
data/topics/room_holiday_inn_london.txt.data	The room was clean, organized, and provided a great view of London .	The room was clean, organized, and provided a great view of<br>London .	-4.890979	-3.2244046
data/topics/room_holiday_inn_london.txt.data	The breakfast room is  cattle market  like with queues for tables and at the servery, and we were led to tables that werent free more than onceThe decor is also fairly dated, with a 1970s feel to some of the public areas ,  the lounge bar has the ability to be good but is often used as a waiting area by people, occupying tables without having a drink, and doesnt work as some bars in lobby areas do at other hotels ,  the main bar is like a pub, and doesnt feel like part of the hotel .	The breakfast room is  cattle market  like with queues for<br>tables and at the servery, and we were led to tables that werent<br>free more than onceThe decor is also fairly dated, with a 1970s<br>feel to some of the public areas ,  the lounge bar has the<br>ability to be good but is often used as a waiting area by<br>people, occupying tables without having a drink, and doesnt work<br>as some bars in lobby areas do at other hotels ,  the main bar<br>is like a pub, and doesnt feel like part of the hotel .	-7.002973	0.39547586
data/topics/room_holiday_inn_london.txt.data	We requested a room on a high floor before we left and this wish was granted with a 15th floor room with a view for miles it was great !	We requested a room on a high floor before we left and this wish<br>was granted with a 15th floor room with a view for miles it was<br>great !	-5.9553113	-3.169952
data/topics/room_holiday_inn_london.txt.data	The room size was as expected, bigger then hotels in south beach, yet smaller then some resorts in the caribbean ,  however that being said, the room size is more than enough and we had several pieces of luggage in the room .	The room size was as expected, bigger then hotels in south<br>beach, yet smaller then some resorts in the caribbean ,  however<br>that being said, the room size is more than enough and we had<br>several pieces of luggage in the room .	-5.575829	-2.7003143
data/topics/room_holiday_inn_london.txt.data	Standard rooms in this hotel fall far short of usual London four, star standard ,  they are small, have no safe, pants press or other amenities usually provided .	Standard rooms in this hotel fall far short of usual London<br>four, star standard ,  they are small, have no safe, pants press<br>or other amenities usually provided .	-5.2504654	-2.340694
data/topics/room_holiday_inn_london.txt.data	The room was nice size with a small but adequate bathroom .	The room was nice size with a small but adequate bathroom .	-5.2138295	-4.054895
data/topics/room_holiday_inn_london.txt.data	The room was clean, the bathroom large enough, and I had a choice of pillows .	The room was clean, the bathroom large enough, and I had a<br>choice of pillows .	-5.5650206	-4.107139
data/topics/room_holiday_inn_london.txt.data	If I had paid more than $100 for my room, I would have been disappointed .	If I had paid more than $100 for my room, I would have been<br>disappointed .	-6.068858	-2.213562
data/topics/room_holiday_inn_london.txt.data	My husband and I stayed in one of their suites a few years ago over Christmas and the only complaint I had about it was that the sofa in the living room of the suite was as hard as a rock .	My husband and I stayed in one of their suites a few years ago<br>over Christmas and the only complaint I had about it was that<br>the sofa in the living room of the suite was as hard as a rock .	-5.9783535	-2.0733724
data/topics/room_holiday_inn_london.txt.data	check, in was quick, staff was helpful and rooms were clean  just to be very picky on details, restroom looked like it might have needed some refurbishment sometimes in the near future and also there wasn't actually much spare space in the room, but I assume it wouldn't have been much better in other hotels in London .	check, in was quick, staff was helpful and rooms were clean<br>just to be very picky on details, restroom looked like it might<br>have needed some refurbishment sometimes in the near future and<br>also there wasn't actually much spare space in the room, but I<br>assume it wouldn't have been much better in other hotels in<br>London .	-7.0801425	-2.1542642
data/topics/room_holiday_inn_london.txt.data	Talking about food, something worth noticing is that there was a fridge in the room, but it was completely reserved for the mini, bar service beverages, which completely filled it .	Talking about food, something worth noticing is that there was a<br>fridge in the room, but it was completely reserved for the mini,<br>bar service beverages, which completely filled it .	-6.2864404	-2.8972318
data/topics/room_holiday_inn_london.txt.data	We were able to find an internet deal and got a double room for about 100 night   and I'd definitely suggest you to immediately book this hotel if you're lucky to find some similar offer .	We were able to find an internet deal and got a double room for<br>about 100 night   and I'd definitely suggest you to immediately<br>book this hotel if you're lucky to find some similar offer .	-5.859167	-0.97221243
data/topics/room_holiday_inn_london.txt.data	Check in was very easy, we we happy to learn that our room was ready at 11am and they up graded our room .	Check in was very easy, we we happy to learn that our room was<br>ready at 11am and they up graded our room .	-7.159341	-2.831727
data/topics/room_holiday_inn_london.txt.data	If this is your first time to the UK and you travel a lot in the US, the room size is small .	If this is your first time to the UK and you travel a lot in the<br>US, the room size is small .	-5.4002714	-2.8443432
data/topics/room_holiday_inn_london.txt.data	The room is very clean and modern, everyday it was cleaned and fresh towels were given even when we didnt put them on the floor .	The room is very clean and modern, everyday it was cleaned and<br>fresh towels were given even when we didnt put them on the floor<br>.	-5.5335145	-4.2231913
data/topics/room_holiday_inn_london.txt.data	The lobby was absolutely heaving when I arrived, mostly tourists but some airline crew too, The room was small, and the tv was too .	The lobby was absolutely heaving when I arrived, mostly tourists<br>but some airline crew too, The room was small, and the tv was<br>too .	-6.8755937	-2.4186409
data/topics/room_holiday_inn_london.txt.data	The bathroom was also tiny, and the water pressure abysmally low .	The bathroom was also tiny, and the water pressure abysmally low<br>.	-5.574183	-4.6391587
data/topics/room_holiday_inn_london.txt.data	Bed was comfortable, but the room was very hot, even with the window open .	Bed was comfortable, but the room was very hot, even with the<br>window open .	-5.77977	-3.942794
data/topics/room_holiday_inn_london.txt.data	30 to find our room was ready and the receptionist very helpful and friendly and my special requests had been noted and acted on .	30 to find our room was ready and the receptionist very helpful<br>and friendly and my special requests had been noted and acted on<br>.	-7.9382324	-1.7471251
data/topics/room_holiday_inn_london.txt.data	The room itself was clean but very dated think early '90s blue and yellow with pine !	The room itself was clean but very dated think early '90s blue<br>and yellow with pine !	-5.3086834	-4.089994
data/topics/room_holiday_inn_london.txt.data	But, the room was bright and airy and a decent size .	But, the room was bright and airy and a decent size .	-5.0094376	-3.8115792
data/topics/room_holiday_inn_london.txt.data	When I tried to check in early the receptionist persuaded me to purchase an 'upgrade' to an executive room as that was available but the regular room that I booked wasn't .	When I tried to check in early the receptionist persuaded me to<br>purchase an 'upgrade' to an executive room as that was available<br>but the regular room that I booked wasn't .	-7.018392	-2.8325248
data/topics/room_holiday_inn_london.txt.data	Tiny room, dated furniture, the dirt from my shoes wasn't removed by the cleaners during my stay .	Tiny room, dated furniture, the dirt from my shoes wasn't<br>removed by the cleaners during my stay .	-5.715591	-4.192815
data/topics/room_holiday_inn_london.txt.data	The room was a little smaller than typical US hotels but very comfortable .	The room was a little smaller than typical US hotels but very<br>comfortable .	-5.4860134	-2.7350204
data/topics/room_holiday_inn_london.txt.data	Staff were very pleasant , especially the breakfast staff  Rooms were not particularly spacious but were clean and adequate, bathroom was modern but shower was not very powerful .	Staff were very pleasant , especially the breakfast staff  Rooms<br>were not particularly spacious but were clean and adequate,<br>bathroom was modern but shower was not very powerful .	-7.53294	-2.223241
data/topics/room_holiday_inn_london.txt.data	When I finally got my turn she said four words to me,  name   sorry  I spelt out my name  credit card  I did think for a moment that she might say  Pin  or tell me my room number but obviously i wasnt worth the effort .	When I finally got my turn she said four words to me,  name<br>sorry  I spelt out my name  credit card  I did think for a<br>moment that she might say  Pin  or tell me my room number but<br>obviously i wasnt worth the effort .	-7.407059	-2.9217427
data/topics/room_holiday_inn_london.txt.data	The room was a bog standard room, poorly lit with no light on the desk or indeed within 6 feet of it, a noisy aircon heater and a tv that you cant see from the sofa, you have to sit on the bed .	The room was a bog standard room, poorly lit with no light on<br>the desk or indeed within 6 feet of it, a noisy aircon heater<br>and a tv that you cant see from the sofa, you have to sit on the<br>bed .	-5.3948336	-3.771266
data/topics/room_holiday_inn_london.txt.data	Room service is expensive but good, the food was delivered hot and was tasty but was chosen from the current uninspired Holiday Inn room service menu, when I ordered a £6 .	Room service is expensive but good, the food was delivered hot<br>and was tasty but was chosen from the current uninspired Holiday<br>Inn room service menu, when I ordered a £6 .	-6.9877915	-0.19249111
data/topics/room_holiday_inn_london.txt.data	, but after I called room service it was promptly fixed .	, but after I called room service it was promptly fixed .	-7.3026476	-2.9606845
data/topics/room_holiday_inn_london.txt.data	The room was spacious and clean and the bed comfotable with the option to choose from 5 or 6 different kind of pillows depending on your needs or allergies etc .	The room was spacious and clean and the bed comfotable with the<br>option to choose from 5 or 6 different kind of pillows depending<br>on your needs or allergies etc .	-5.100731	-3.7211642
data/topics/room_holiday_inn_london.txt.data	The website offers a standard room for less money, but we were told by the hotel that the only way to be guaranteed a non, smoking room was to upgrade to a King, so we paid extra .	The website offers a standard room for less money, but we were<br>told by the hotel that the only way to be guaranteed a non,<br>smoking room was to upgrade to a King, so we paid extra .	-6.842516	-3.9134903
data/topics/room_holiday_inn_london.txt.data	Let me just say that the bed was king size, but the room was tiny and the bed took up most of it .	Let me just say that the bed was king size, but the room was<br>tiny and the bed took up most of it .	-5.617657	-3.666274
data/topics/room_holiday_inn_london.txt.data	It was clean, but the room was rather tired looking and needed to be updated badly .	It was clean, but the room was rather tired looking and needed<br>to be updated badly .	-5.3313193	-4.182508
data/topics/room_holiday_inn_london.txt.data	People are saying the rooms are small but one I was in was very much the Holiday inn standard size room and was in good condition .	People are saying the rooms are small but one I was in was very<br>much the Holiday inn standard size room and was in good<br>condition .	-5.4449644	-2.741219
data/topics/room_holiday_inn_london.txt.data	View was excellent from the room although weather was terrible during my stay .	View was excellent from the room although weather was terrible<br>during my stay .	-5.3291383	-2.810365
data/topics/room_holiday_inn_london.txt.data	The rooms are very small and can feel kind of cramped when changing and stuff is on the bed .	The rooms are very small and can feel kind of cramped when<br>changing and stuff is on the bed .	-4.684884	-2.9597642
data/topics/room_holiday_inn_london.txt.data	It was 15 pounds a day for in, room wired access or otherwise you had to buy a BT OpenZone card for 6 pounds for 1 .	It was 15 pounds a day for in, room wired access or otherwise<br>you had to buy a BT OpenZone card for 6 pounds for 1 .	-6.5613565	-1.4306698
data/topics/room_holiday_inn_london.txt.data	Our room ,  and the hotel generally ,  was dated, looking a bit tired .	Our room ,  and the hotel generally ,  was dated, looking a bit<br>tired .	-5.580359	-3.1318052
data/topics/room_holiday_inn_london.txt.data	we ask for the room 10 minutes before check, in time and the room wasn't ready .	we ask for the room 10 minutes before check, in time and the<br>room wasn't ready .	-6.9101505	-3.1280236
data/topics/room_holiday_inn_london.txt.data	We had a renovated room and it was really lovely and clean .	We had a renovated room and it was really lovely and clean .	-5.807265	-3.7499077
data/topics/room_holiday_inn_london.txt.data	Now my room was clean, comfortable and the equipment all worked as it should but if this was an executive room then I would hate to have stayed in a standard room .	Now my room was clean, comfortable and the equipment all worked<br>as it should but if this was an executive room then I would hate<br>to have stayed in a standard room .	-5.710606	-4.086208
data/topics/room_holiday_inn_london.txt.data	Our rooms weren't ready when we arrived  , which was fine  but they also weren't ready for hours after the official check, in time .	Our rooms weren't ready when we arrived  , which was fine  but<br>they also weren't ready for hours after the official check, in<br>time .	-6.90576	-3.076453
data/topics/room_holiday_inn_london.txt.data	We also requested a room change, but for some reason this never worked out, but then again, we weren't in the room for much time as we were out sight, seeing .	We also requested a room change, but for some reason this never<br>worked out, but then again, we weren't in the room for much time<br>as we were out sight, seeing .	-6.6167493	-3.310856
data/topics/room_holiday_inn_london.txt.data	Mind you, hotel rooms in Europe are smaller than in the States, but this room was MORE than enough room for the two of us !	Mind you, hotel rooms in Europe are smaller than in the States,<br>but this room was MORE than enough room for the two of us !	-5.495263	-2.7994409
data/topics/room_holiday_inn_london.txt.data	Room was an Executive Club floor room and was larger than average for a London Holiday Inn, well laid out and everything worked !	Room was an Executive Club floor room and was larger than<br>average for a London Holiday Inn, well laid out and everything<br>worked !	-5.0495267	-3.1552017
data/topics/room_holiday_inn_london.txt.data	Our room was on the 12th floor .	Our room was on the 12th floor .	-6.007566	-3.4610565
data/topics/room_holiday_inn_london.txt.data	I had pre booked my room through the priority club, I'm a platinum member and on checking in the reception told me their was only a twin room left .	I had pre booked my room through the priority club, I'm a<br>platinum member and on checking in the reception told me their<br>was only a twin room left .	-6.8870482	-2.9383185
data/topics/room_holiday_inn_london.txt.data	The room was that bad, I did not even unpack .	The room was that bad, I did not even unpack .	-5.466169	-3.6208615
data/topics/room_holiday_inn_london.txt.data	Complaining again to reception got me a double room, which they said at check in was not available .	Complaining again to reception got me a double room, which they<br>said at check in was not available .	-7.0353513	-2.8761322
data/topics/room_holiday_inn_london.txt.data	The room was basic but cold, the heating system did not work at all .	The room was basic but cold, the heating system did not work at<br>all .	-5.934744	-3.841276
data/topics/room_holiday_inn_london.txt.data	Our room   was very comfortable, cosy and most importantly very clean .	Our room   was very comfortable, cosy and most importantly very<br>clean .	-5.76878	-3.8437493
data/topics/room_holiday_inn_london.txt.data	Rooms were cleaned every day without fail and toiletries and coffee sachets etc replenished .	Rooms were cleaned every day without fail and toiletries and<br>coffee sachets etc replenished .	-4.8536806	-4.147133
data/topics/room_holiday_inn_london.txt.data	Rooms are clean and good size by English standards .	Rooms are clean and good size by English standards .	-4.432411	-2.87106
data/topics/room_holiday_inn_london.txt.data	The room size is actually not bad ,  in fact, it is larger than the room I stayed at the Holiday Inn Regents Park 6 months ago .	The room size is actually not bad ,  in fact, it is larger than<br>the room I stayed at the Holiday Inn Regents Park 6 months ago .	-5.249097	-2.680999
data/topics/room_holiday_inn_london.txt.data	The major downside of my room is it faces Cromwell Road and also an exposed section of the Underground   .	The major downside of my room is it faces Cromwell Road and also<br>an exposed section of the Underground   .	-5.159321	-2.1158676
data/topics/room_holiday_inn_london.txt.data	The room has a small fridge, which is a bit cold, but is in desparate need of defrosting .	The room has a small fridge, which is a bit cold, but is in<br>desparate need of defrosting .	-4.814966	-2.9411635
data/topics/room_holiday_inn_london.txt.data	However, no in, room safe which is a bit disappointing .	However, no in, room safe which is a bit disappointing .	-5.0699735	-2.389219
data/topics/room_holiday_inn_london.txt.data	Bathroom is a bit small but acceptable .	Bathroom is a bit small but acceptable .	-5.139497	-4.453682
data/topics/room_holiday_inn_london.txt.data	However, I'd be sure to request a room AWAY from Cromwell Rd due to the noise issue .	However, I'd be sure to request a room AWAY from Cromwell Rd due<br>to the noise issue .	-5.135969	-2.1922488
data/topics/room_holiday_inn_london.txt.data	Room ,  clean, good size, everything you need is in the room including the coolerLocation ,  within every attractions, short walk or you can take the double decker just across the street .	Room ,  clean, good size, everything you need is in the room<br>including the coolerLocation ,  within every attractions, short<br>walk or you can take the double decker just across the street .	-4.922855	-1.990489
data/topics/room_holiday_inn_london.txt.data	the bathroom door is a slide, door as there is no room for a normal hinged door .	the bathroom door is a slide, door as there is no room for a<br>normal hinged door .	-5.400089	-4.64811
data/topics/room_holiday_inn_london.txt.data	That said, most London rooms are small and as we were only sleeping there, it was not really a problem .	That said, most London rooms are small and as we were only<br>sleeping there, it was not really a problem .	-5.551232	-2.760898
data/topics/room_holiday_inn_london.txt.data	There are no ironing facilities in standard rooms but there is an ill, publicised ironing room on floor 26 ,  you'll need to ask for directions .	There are no ironing facilities in standard rooms but there is<br>an ill, publicised ironing room on floor 26 ,  you'll need to<br>ask for directions .	-5.144909	-2.5850658
data/topics/room_holiday_inn_london.txt.data	OK, the rooms are a bit on the small side, and it's a tad noisy generally of an evening, but what do you expect from a large hotel slap bang in the middle of one of the main arterial routes into London ?	OK, the rooms are a bit on the small side, and it's a tad noisy<br>generally of an evening, but what do you expect from a large<br>hotel slap bang in the middle of one of the main arterial routes<br>into London ?	-5.2361193	-2.0090656
data/topics/room_holiday_inn_london.txt.data	From the time we booked Holiday Inn Forum Kensington I was overcharged some 200 GBP on the fee I was quoted and had some considerable trouble getting this rectified by Holiday Inns central booking officeWhen arriving at hotel in room safe   bar fridge as quoted were not supplied   when I questioned reception they said can't supply a safe but will send fridge up which they did, but for all the good it was with fixed thermostat the drinks we put in it would have stayed cooler outside the fridge .	From the time we booked Holiday Inn Forum Kensington I was<br>overcharged some 200 GBP on the fee I was quoted and had some<br>considerable trouble getting this rectified by Holiday Inns<br>central booking officeWhen arriving at hotel in room safe   bar<br>fridge as quoted were not supplied   when I questioned reception<br>they said can't supply a safe but will send fridge up which they<br>did, but for all the good it was with fixed thermostat the<br>drinks we put in it would have stayed cooler outside the fridge<br>.	-6.327475	-1.6312861
data/topics/room_holiday_inn_london.txt.data	Bathroom looked new   was clean .	Bathroom looked new   was clean .	-5.4453063	-4.6019325
data/topics/room_holiday_inn_london.txt.data	Nice clean rooms, good value, and average location near a tube station, but the rooms directing towards the main street outside are all VERY noisy .	Nice clean rooms, good value, and average location near a tube<br>station, but the rooms directing towards the main street outside<br>are all VERY noisy .	-5.1729236	-2.0383794
data/topics/room_holiday_inn_london.txt.data	The room was immaculate, and perfect .	The room was immaculate, and perfect .	-4.8681493	-3.9398794
data/topics/room_holiday_inn_london.txt.data	Booked this room via Lastminute's Secret hotels and is described as an awesome Kensington hotel .	Booked this room via Lastminute's Secret hotels and is described<br>as an awesome Kensington hotel .	-5.4116364	0.33094445
data/topics/room_holiday_inn_london.txt.data	Our first room was adequate, simple and clean .	Our first room was adequate, simple and clean .	-5.8439918	-3.90975
data/topics/room_holiday_inn_london.txt.data	The room was clean,comfortable and quiet .	The room was clean,comfortable and quiet .	-4.933747	-3.898669
data/topics/room_holiday_inn_london.txt.data	No problem said the receptionist I will fast track your room so it will be available at that time, and here is the key holder with the number of your room for when you return .	No problem said the receptionist I will fast track your room so<br>it will be available at that time, and here is the key holder<br>with the number of your room for when you return .	-6.7405195	-3.0285876
data/topics/room_holiday_inn_london.txt.data	15, after a lot of searching on the computer and a long wait, we were informed our family room was not ready would we take a seat and we would be called when it was available .	15, after a lot of searching on the computer and a long wait, we<br>were informed our family room was not ready would we take a seat<br>and we would be called when it was available .	-6.755778	-3.2490442
data/topics/room_holiday_inn_london.txt.data	30 minutes later we were allocated a room,which was very small for three people, we then discoverd that the bed for my grandson had not been made up, nor was there any extra bedding in the room .	30 minutes later we were allocated a room,which was very small<br>for three people, we then discoverd that the bed for my grandson<br>had not been made up, nor was there any extra bedding in the<br>room .	-6.1499777	-3.6451838
data/topics/room_holiday_inn_london.txt.data	There was insufficient room for suitcases, the decor was somewhat tired and the room was not soundproof .	There was insufficient room for suitcases, the decor was<br>somewhat tired and the room was not soundproof .	-5.0154157	-3.613337
data/topics/room_holiday_inn_london.txt.data	We only had breakfasts in the hotel and were not impressed for it to be served in a room that was not really a restaurant .	We only had breakfasts in the hotel and were not impressed for<br>it to be served in a room that was not really a restaurant .	-7.1173964	-0.21643414
data/topics/room_holiday_inn_london.txt.data	no standard room was available 40 minutes before announced check, in right in time 30 minutes after   .	no standard room was available 40 minutes before announced<br>check, in right in time 30 minutes after   .	-6.8606343	-2.967628
data/topics/room_holiday_inn_london.txt.data	The room itself was fine for our family of three when the pull out bed for my daughter was closed but a tight squeeze when open !	The room itself was fine for our family of three when the pull<br>out bed for my daughter was closed but a tight squeeze when open<br>!	-6.0654464	-3.6223125
data/topics/room_holiday_inn_london.txt.data	Still, the room was comfortable enough  and clean, although some of the fixtures and fittings were slightly worn, e .	Still, the room was comfortable enough  and clean, although some<br>of the fixtures and fittings were slightly worn, e .	-4.82237	-3.8521724
data/topics/room_holiday_inn_london.txt.data	For our purposes, the hotel was perfectly adequate ,  the location was good and the room was clean and quiet .	For our purposes, the hotel was perfectly adequate ,  the<br>location was good and the room was clean and quiet .	-6.1941934	-2.5474696
data/topics/room_holiday_inn_london.txt.data	The rooms are quite small but the problem is they really could use some renovation .	The rooms are quite small but the problem is they really could<br>use some renovation .	-4.706683	-2.8965797
data/topics/room_holiday_inn_london.txt.data	The rooms were extremely small however and with the couch turned into a bed it was impossible to get from the bed to the bathroom .	The rooms were extremely small however and with the couch turned<br>into a bed it was impossible to get from the bed to the bathroom<br>.	-5.3545976	-3.825535
data/topics/room_holiday_inn_london.txt.data	Arrived, didn't get the room we paid for or booked ,  apparently they are allowed to do this and its in the small print !	Arrived, didn't get the room we paid for or booked ,  apparently<br>they are allowed to do this and its in the small print !	-7.0138893	-2.8633325
data/topics/room_holiday_inn_london.txt.data	2,  When I tried to check in 2 days later they simply gave me a single bed room where my reservation was a twin bed room when they corrected it   I went to my room it was a smoking room   I had to go back to change it they said there is no rooms available   I have to sleep the night   they will transfer me in the next day like it was my fault  !	2,  When I tried to check in 2 days later they simply gave me a<br>single bed room where my reservation was a twin bed room when<br>they corrected it   I went to my room it was a smoking room   I<br>had to go back to change it they said there is no rooms<br>available   I have to sleep the night   they will transfer me in<br>the next day like it was my fault  !	-6.9850993	-2.964142
data/topics/room_holiday_inn_london.txt.data	when i told them that my room is a smoking room   I specified in my reservation that its non, smoking the employee asked me  I wonder how could you specify that    there was other incidents as well .	when i told them that my room is a smoking room   I specified in<br>my reservation that its non, smoking the employee asked me  I<br>wonder how could you specify that    there was other incidents<br>as well .	-6.893188	-4.0635514
data/topics/room_holiday_inn_london.txt.data	The bathroom was small, and water pressure was weak, but it was doable .	The bathroom was small, and water pressure was weak, but it was<br>doable .	-5.4458404	-4.5747633
data/topics/room_holiday_inn_london.txt.data	We arrived at the hotel 2 hours before check in, and were delighted when we were offered a free upgrade to a kingsize room, although this was a smoking room, there wasn't too bad a smell, and we just opened the windows .	We arrived at the hotel 2 hours before check in, and were<br>delighted when we were offered a free upgrade to a kingsize<br>room, although this was a smoking room, there wasn't too bad a<br>smell, and we just opened the windows .	-6.873958	-3.9876683
data/topics/room_holiday_inn_london.txt.data	The room was a decent size for a London hotel room .	The room was a decent size for a London hotel room .	-5.1346555	-3.1167643
